symbol,name,reportDate,fiscalDateEnding,estimate,currency
NDEKF,NDEKF,2025-10-27,2025-09-30,49.53,USD
NDEKY,NDEKY,2025-10-27,2025-09-30,1.54,USD
NDGPF,NDGPF,2025-09-23,2025-06-30,,USD
NDGPY,NDGPY,2025-09-23,2025-06-30,,USD
NDLS,Noodles & Company - Class A,2025-10-30,2025-09-30,-0.075,USD
NDMCF,NDMCF,2025-10-27,2025-09-30,,USD
NDRBF,NDRBF,2025-11-14,2025-09-30,0.36,USD
NDVLY,NDVLY,2025-09-24,2025-06-30,,USD
NE,Noble Corp Plc - Class A,2025-10-29,2025-09-30,0.3389,USD
NECB,NorthEast Community Bancorp Inc,2025-10-28,2025-09-30,0.81,USD
NEE,NextEra Energy Inc,2025-10-23,2025-09-30,0.97,USD
NEE-PR,NEE-PR,2025-10-21,2025-09-30,,USD
NEE-PS,NEE-PS,2025-10-21,2025-09-30,,USD
NEE-PT,NEE-PT,2025-10-21,2025-09-30,,USD
NEGXF,NEGXF,2025-11-24,2025-09-30,,USD
NEM,Newmont Corp,2025-10-23,2025-09-30,1.33,USD
NEMTF,NEMTF,2025-11-05,2025-09-30,0.5,USD
NENTF,NENTF,2025-10-22,2025-09-30,-0.1,USD
NEO,Neogenomics Inc,2025-11-11,2025-09-30,0.0205,USD
NEOG,Neogen Corp,2025-10-08,2025-08-31,-0.0333,USD
NEON,Neonode Inc,2025-11-05,2025-09-30,-0.1,USD
NEOV,NeoVolta Inc,2025-12-03,2025-09-30,0,USD
NEPH,Nephros Inc,2025-11-06,2025-09-30,-0.015,USD
NERV,Minerva Neurosciences Inc,2025-11-10,2025-09-30,-0.35,USD
NESR,National Energy Services Reunited Corp,2025-11-12,2025-09-30,0.22,USD
NESRF,NESRF,2025-11-20,2025-09-30,,USD
NET,Cloudflare Inc - Class A,2025-11-06,2025-09-30,0.23,USD
NETLF,NETLF,2025-11-03,2025-09-30,,USD
NETTF,NETTF,2025-11-12,2025-09-30,,USD
NETWF,NETWF,2025-10-30,2025-08-31,,USD
NEU,NewMarket Corp,2025-10-22,2025-09-30,,USD
NEWDF,NEWDF,2025-09-09,2025-07-31,,USD
NEWP,New Pacific Metals Corp - New,2025-09-10,2025-06-30,-0.005,USD
NEWP,New Pacific Metals Corp - New,2025-11-12,2025-09-30,-0.01,USD
NEWT,NewtekOne Inc,2025-11-05,2025-09-30,0.65,USD
NEXA,Nexa Resources S.A.,2025-10-30,2025-09-30,0.098,USD
NEXM,NexMetals Mining Corp,2025-09-08,2025-06-30,,USD
NEXN,Nexxen International Ltd,2025-11-12,2025-09-30,0.2497,USD
NEXNF,NEXNF,2025-09-30,2025-08-31,,USD
NEXOF,NEXOF,2025-11-18,2025-09-30,38.06,USD
NEXOY,NEXOY,2025-11-10,2025-09-30,0.2462,USD
NEXPF,NEXPF,2025-11-06,2025-09-30,,USD
NEXT,NextDecade Corporation,2025-11-13,2025-09-30,-0.3233,USD
NFBK,Northfield Bancorp Inc,2025-10-22,2025-09-30,0.27,USD
NFE,New Fortress Energy Inc - Class A,2025-11-05,2025-09-30,-0.3952,USD
NFG,National Fuel Gas Company,2025-11-05,2025-09-30,1.24,USD
NFGC,New Found Gold Corp,2025-11-12,2025-09-30,-0.02,USD
NFLX,Netflix Inc,2025-10-16,2025-09-30,6.93,USD
NFPDF,NFPDF,2025-11-11,2025-09-30,44.26,USD
NFYEF,NFYEF,2025-11-12,2025-09-30,0.19,USD
NG,Novagold Resources Inc,2025-10-01,2025-08-31,-0.07,USD
NGD,New Gold Inc,2025-11-07,2025-09-30,0.1746,USD
NGENF,NGENF,2025-11-13,2025-09-30,-0.06,USD
NGG,National Grid Plc,2025-11-06,2025-09-30,,USD
NGGTF,NGGTF,2025-11-06,2025-09-30,,USD
NGKIF,NGKIF,2025-10-30,2025-09-30,34.61,USD
NGKSF,NGKSF,2025-10-30,2025-09-30,114.04,USD
NGKSY,NGKSY,2025-10-29,2025-09-30,,USD
NGL,NGL Energy Partners LP,2025-11-06,2025-09-30,0.04,USD
NGMDF,NGMDF,2025-11-28,2025-09-30,,USD
NGPHF,NGPHF,2025-11-26,2025-09-30,,USD
NGRRF,NGRRF,2025-11-14,2025-09-30,,USD
NGS,Natural Gas Services Group Inc,2025-11-12,2025-09-30,0.3233,USD
NGSCF,NGSCF,2025-11-06,2025-09-30,,USD
NGVC,Natural Grocers by Vitamin Cottage Inc,2025-11-20,2025-09-30,0.45,USD
NGVT,Ingevity Corp,2025-10-29,2025-09-30,1.31,USD
NGXXF,NGXXF,2025-11-12,2025-09-30,-0.04,USD
NHC,National Healthcare Corp,2025-11-07,2025-09-30,,USD
NHHEF,NHHEF,2025-11-11,2025-09-30,,USD
NHI,National Health Investors Inc,2025-11-11,2025-09-30,0.8007,USD
NHNCF,NHNCF,2025-11-14,2025-09-30,3000.54,USD
NHOLF,NHOLF,2025-11-19,2025-09-30,,USD
NHOXF,NHOXF,2025-10-23,2025-09-30,,USD
NHPCF,NHPCF,2025-11-13,2025-09-30,,USD
NHPEF,NHPEF,2025-09-16,2025-07-31,,USD
NHTC,Natural Health Trends Corp,2025-10-29,2025-09-30,,USD
NHYDY,NHYDY,2025-10-24,2025-09-30,0.1239,USD
NHYKF,NHYKF,2025-10-24,2025-09-30,1.19,USD
NI,NiSource Inc,2025-10-29,2025-09-30,0.2,USD
NIABY,NIABY,2025-11-14,2025-09-30,,USD
NIC,Nicolet Bankshares Inc,2025-10-21,2025-09-30,2.38,USD
NICE,NICE Ltd,2025-11-13,2025-09-30,3.18,USD
NIDB,NIDB,2025-10-21,2025-09-30,,USD
NIJPF,NIJPF,2025-11-06,2025-09-30,,USD
NILIF,NILIF,2025-11-21,2025-09-30,-0.01,USD
NILTF,NILTF,2025-11-20,2025-09-30,,USD
NINE,Nine Energy Service Inc,2025-10-29,2025-09-30,-0.25,USD
NINOF,NINOF,2025-11-05,2025-09-30,,USD
NINOY,NINOY,2025-11-06,2025-09-30,0.043,USD
NINTF,NINTF,2025-11-18,2025-09-30,,USD
NIO,NIO Inc,2025-11-19,2025-09-30,-1.67,USD
NIOCF,NIOCF,2025-11-27,2025-09-30,,USD
NIOIF,NIOIF,2025-11-19,2025-09-30,-1.42,USD
NIOVF,NIOVF,2025-11-13,2025-09-30,,USD
NIPG,NIP Group Inc,2025-11-24,2025-09-30,-0.16,USD
NIPKF,NIPKF,2025-11-07,2025-09-30,,USD
NIPNF,NIPNF,2025-10-29,2025-09-30,34.37,USD
NIQ,NIQ Global Intelligence plc,2025-11-13,2025-09-30,,USD
NISTF,NISTF,2025-11-06,2025-09-30,124.42,USD
NISUF,NISUF,2025-11-06,2025-09-30,20.3,USD
NISUY,NISUY,2025-11-03,2025-09-30,1.34,USD
NIU,Niu Technologies,2025-11-17,2025-09-30,0,USD
NJDCY,NJDCY,2025-10-23,2025-09-30,0.07,USD
NJR,New Jersey Resources Corporation,2025-11-25,2025-09-30,0.229,USD
NKE,Nike Inc - Class B,2025-09-30,2025-08-31,0.27,USD
NKGFF,NKGFF,2025-11-27,2025-09-30,-0.01,USD
NKLA,NKLA,2025-10-29,2025-09-30,,USD
NKLXD,NKLXD,2025-11-26,2025-09-30,,USD
NKNSF,NKNSF,2025-11-07,2025-09-30,,USD
NKOKF,NKOKF,2025-11-06,2025-09-30,,USD
NKRKF,NKRKF,2025-10-28,2025-09-30,0.09,USD
NKSH,National Bankshares Inc,2025-10-23,2025-09-30,0.66,USD
NKTX,Nkarta Inc,2025-11-05,2025-09-30,-0.338,USD
NL,NL Industries Inc,2025-10-30,2025-09-30,0.179,USD
NLCP,NLCP,2025-11-06,2025-09-30,0.2733,USD
NLGCF,NLGCF,2025-11-07,2025-09-30,,USD
NLIBF,NLIBF,2025-12-02,2025-09-30,,USD
NLLSF,NLLSF,2025-10-29,2025-09-30,-0.05,USD
NLOP,Net Lease Office Properties,2025-11-05,2025-09-30,,USD
NLST,NLST,2025-11-04,2025-09-30,-0.01,USD
NLTBF,NLTBF,2025-10-28,2025-09-30,0.75,USD
NLY,Annaly Capital Management Inc,2025-10-29,2025-09-30,0.72,USD
NLY-PF,NLY-PF,2025-10-21,2025-09-30,,USD
NLY-PG,NLY-PG,2025-10-21,2025-09-30,,USD
NLY-PI,NLY-PI,2025-10-21,2025-09-30,,USD
NMAKF,NMAKF,2025-10-15,2025-09-30,0.14,USD
NMAX,Newsmax Inc Class B,2025-11-12,2025-09-30,-0.12,USD
NMEHF,NMEHF,2025-10-30,2025-09-30,13.87,USD
NMEX,NMEX,2025-10-27,2025-07-31,,USD
NMFC,New Mountain Finance Corp,2025-10-29,2025-09-30,0.32,USD
NMG,Nouveau Monde Graphite Inc,2025-11-06,2025-09-30,-0.0431,USD
NMIH,NMI Holdings Inc - Class A,2025-11-05,2025-09-30,1.21,USD
NMM,Navios Maritime Partners L.P.,2025-11-06,2025-09-30,2.95,USD
NMNZF,NMNZF,2025-11-27,2025-09-30,,USD
NMR,Nomura Holdings Inc,2025-10-31,2025-09-30,0.17,USD
NMRA,Neumora Therapeutics Inc,2025-10-29,2025-09-30,-0.45,USD
NMRD,NMRD,2025-11-18,2025-09-30,-0.11,USD
NMREF,NMREF,2025-10-23,2025-08-31,,USD
NMRK,Newmark Group Inc - Class A,2025-11-05,2025-09-30,0.385,USD
NMTAF,NMTAF,2025-09-24,2025-06-30,,USD
NMTAY,NMTAY,2025-09-24,2025-06-30,,AUD
NMTLD,NMTLD,2025-09-15,2025-07-31,,CAD
NMTLF,NMTLF,2025-09-17,2025-07-31,,CAD
NMYSF,NMYSF,2025-09-24,2025-07-31,,USD
NN,NextNav Inc,2025-11-18,2025-09-30,-0.135,USD
NNBR,NN Inc,2025-10-28,2025-09-30,0.0167,USD
NNCHF,NNCHF,2025-11-10,2025-09-30,75.09,USD
NNCHY,NNCHY,2025-11-10,2025-09-30,,USD
NNDM,Nano Dimension Ltd,2025-11-19,2025-09-30,0,USD
NNDNF,NNDNF,2025-10-23,2025-09-30,38.17,USD
NNE,Nano Nuclear Energy Inc,2025-12-03,2025-09-30,-0.29,USD
NNGRY,NNGRY,2025-11-13,2025-09-30,0,USD
NNGVD,NNGVD,2025-09-25,2025-06-30,,USD
NNGVD,NNGVD,2025-09-25,2025-07-31,,USD
NNGVF,NNGVF,2025-09-25,2025-07-31,,USD
NNI,Nelnet Inc - Class A,2025-11-10,2025-09-30,1.53,USD
NNKEF,NNKEF,2025-10-29,2025-09-30,,USD
NNMTF,NNMTF,2025-11-07,2025-09-30,,USD
NNN,NNN REIT Inc,2025-10-30,2025-09-30,0.49,USD
NNOCF,NNOCF,2025-11-18,2025-10-31,,USD
NNOMF,NNOMF,2025-11-12,2025-09-30,-0.06,USD
NNOX,Nano X Imaging Ltd,2025-11-18,2025-09-30,-0.191,USD
NNRDF,NNRDF,2025-11-20,2025-09-30,,USD
NNWWF,NNWWF,2025-09-08,2025-07-31,0.76,USD
NNXPF,NNXPF,2025-09-16,2025-06-30,-0.01,USD
NOA,North American Construction Group Ltd,2025-10-29,2025-09-30,0.7659,USD
NOAH,Noah Holdings Ltd,2025-11-25,2025-09-30,0,USD
NOBH,NOBH,2025-09-08,2025-08-31,,USD
NOC,Northrop Grumman Corp,2025-10-30,2025-09-30,6.51,USD
NODK,NI Holdings Inc,2025-11-06,2025-09-30,,USD
NOEJF,NOEJF,2025-11-04,2025-09-30,,EUR
NOG,Northern Oil and Gas Inc,2025-10-30,2025-09-30,0.9498,USD
NOK,Nokia Corp,2025-10-23,2025-09-30,0.06,USD
NOKBF,NOKBF,2025-10-23,2025-09-30,0.05,USD
NOMD,Nomad Foods Ltd,2025-11-06,2025-09-30,0.5173,USD
NONOF,NONOF,2025-11-05,2025-09-30,5.99,USD
NOPMF,NOPMF,2025-11-14,2025-09-30,0.05,USD
NOSUF,NOSUF,2025-10-28,2025-08-31,,CAD
NOTE,FiscalNote Holdings Inc - Class A,2025-11-18,2025-09-30,-0.058,USD
NOV,NOV Inc,2025-10-23,2025-09-30,0.25,USD
NOVAQ,NOVAQ,2025-10-22,2025-09-30,-0.76,USD
NOVT,Novanta Inc,2025-11-11,2025-09-30,0.84,USD
NOW,ServiceNow Inc,2025-10-29,2025-09-30,4.26,USD
NOWVF,NOWVF,2025-11-13,2025-09-30,0.01,USD
NPACF,NPACF,2025-09-24,2025-07-31,,USD
NPACY,NPACY,2025-09-24,2025-07-31,,USD
NPCE,NeuroPace Inc,2025-11-11,2025-09-30,-0.1959,USD
NPEGF,NPEGF,2025-10-29,2025-09-30,,USD
NPFUF,NPFUF,2025-11-06,2025-09-30,,USD
NPIFF,NPIFF,2025-11-12,2025-09-30,0.15,USD
NPK,National Presto Industries Inc,2025-10-24,2025-09-30,,USD
NPKYY,NPKYY,2025-11-11,2025-09-30,,USD
NPNGY,NPNGY,2025-10-27,2025-09-30,,USD
NPNKF,NPNKF,2025-11-11,2025-09-30,,USD
NPNYY,NPNYY,2025-11-03,2025-09-30,,USD
NPO,EnPro Industries Inc,2025-11-04,2025-09-30,1.79,USD
NPPHY,NPPHY,2025-11-12,2025-09-30,,USD
NPPNY,NPPNY,2025-11-11,2025-09-30,,USD
NPPXF,NPPXF,2025-11-06,2025-09-30,3.38,USD
NPRLF,NPRLF,2025-11-13,2025-09-30,,USD
NPRRF,NPRRF,2025-11-06,2025-09-30,27.76,USD
NPSCY,NPSCY,2025-11-06,2025-09-30,0.7367,USD
NPSGF,NPSGF,2025-11-07,2025-09-30,,USD
NPSKY,NPSKY,2025-10-29,2025-09-30,0.034,USD
NPSNY,NPSNY,2025-11-24,2025-09-30,,USD
NPTVF,NPTVF,2025-11-06,2025-09-30,,USD
NPWR,NET Power Inc - Class A,2025-11-18,2025-09-30,-0.1303,USD
NRC,National Research Corp,2025-10-24,2025-09-30,0,USD
NRDBY,NRDBY,2025-10-16,2025-09-30,,USD
NRDS,Nerdwallet Inc - Class A,2025-10-29,2025-09-30,0.206,USD
NRDXF,NRDXF,2025-11-04,2025-09-30,0.17,USD
NRDY,Nerdy Inc - Class A,2025-11-17,2025-09-30,-0.1283,USD
NREF,NexPoint Real Estate Finance Inc,2025-10-30,2025-09-30,0.46,USD
NRG,NRG Energy Inc,2025-11-06,2025-09-30,1.9,USD
NRGOF,NRGOF,2025-09-29,2025-07-31,,USD
NRGV,Energy Vault Holdings Inc,2025-11-18,2025-09-30,-0.035,USD
NRGYF,NRGYF,2025-10-27,2025-09-30,,USD
NRILY,NRILY,2025-10-28,2025-09-30,,USD
NRIM,Northrim Bancorp Inc,2025-10-22,2025-09-30,2.36,USD
NRIX,Nurix Therapeutics Inc,2025-10-09,2025-08-31,-0.8296,USD
NRKBF,NRKBF,2025-11-19,2025-09-30,7.09,USD
NRP,Natural Resource Partners LP,2025-11-05,2025-09-30,0,USD
NRSAF,NRSAF,2025-11-26,2025-09-30,,USD
NRSCF,NRSCF,2025-10-31,2025-09-30,25.37,USD
NRSDY,NRSDY,2025-10-22,2025-09-30,,USD
NRSN,NeuroSense Therapeutics Ltd,2025-11-26,2025-09-30,-0.055,USD
NRVTF,NRVTF,2025-10-01,2025-07-31,,USD
NRWRF,NRWRF,2025-11-27,2025-09-30,,USD
NRXS,Neuraxis Inc,2025-11-24,2025-09-30,-0.24,USD
NSA,National Storage Affiliates Trust,2025-10-28,2025-09-30,0.2182,USD
NSA-PA,NSA-PA,2025-10-28,2025-09-30,,USD
NSA-PB,NSA-PB,2025-10-28,2025-09-30,,USD
NSANF,NSANF,2025-11-13,2025-09-30,0.67,USD
NSANY,NSANY,2025-11-13,2025-09-30,-0.1405,USD
NSARO,NSARO,2025-11-04,2025-09-30,,USD
NSARP,NSARP,2025-11-04,2025-09-30,,USD
NSBBF,NSBBF,2025-11-26,2025-09-30,,USD
NSC,Norfolk Southern Corp,2025-10-21,2025-09-30,3.3,USD
NSCIF,NSCIF,2025-11-20,2025-09-30,,USD
NSFDF,NSFDF,2025-11-06,2025-09-30,,USD
NSFMF,NSFMF,2025-10-30,2025-09-30,,USD
NSHBY,NSHBY,2025-11-04,2025-09-30,,USD
NSHKF,NSHKF,2025-11-07,2025-09-30,16.92,USD
NSHRF,NSHRF,2025-11-21,2025-09-30,,USD
NSIT,Insight Enterprises Inc,2025-10-30,2025-09-30,2.47,USD
NSKFD,NSKFD,2025-10-30,2025-09-30,1.97,USD
NSKFF,NSKFF,2025-10-30,2025-09-30,1.97,USD
NSLYF,NSLYF,2025-10-23,2025-09-30,,USD
NSP,Insperity Inc,2025-10-30,2025-09-30,0.22,USD
NSPR,InspireMD Inc,2025-11-11,2025-09-30,-0.25,USD
NSRCF,NSRCF,2025-09-24,2025-06-30,-0.0031,USD
NSRCF,NSRCF,2025-10-02,2025-09-30,-0.0031,USD
NSRGY,NSRGY,2025-10-16,2025-09-30,0,USD
NSRPF,NSRPF,2025-11-05,2025-09-30,,USD
NSSC,NAPCO Security Technologies Inc,2025-11-10,2025-09-30,0.2907,USD
NSTYY,NSTYY,2025-11-20,2025-09-30,,USD
NSUPF,NSUPF,2025-11-27,2025-09-30,,USD
NSVLF,NSVLF,2025-10-30,2025-08-31,,USD
NTAP,Netapp Inc,2025-11-25,2025-10-31,1.88,USD
NTB,Bank of N T Butterfield & Son Ltd,2025-10-28,2025-09-30,1.3,USD
NTCPF,NTCPF,2025-11-11,2025-09-30,,USD
NTCT,Netscout Systems Inc,2025-10-23,2025-09-30,0.45,USD
NTCYF,NTCYF,2025-10-30,2025-09-30,3.55,USD
NTDOF,NTDOF,2025-11-04,2025-09-30,41.64,USD
NTDOY,NTDOY,2025-11-04,2025-09-30,0.3903,USD
NTDTY,NTDTY,2025-11-04,2025-09-30,,USD
NTES,NetEase Inc,2025-11-13,2025-09-30,14.81,USD
NTGR,Netgear Inc,2025-10-29,2025-09-30,-0.09,USD
NTHI,NeOnc Technologies Holdings Inc,2025-11-12,2025-09-30,,USD
NTIC,Northern Technologies International Corp,2025-11-12,2025-08-31,0.13,USD
NTIOF,NTIOF,2025-12-03,2025-10-31,1.86,USD
NTIP,Network-1 Technologies Inc,2025-10-22,2025-09-30,,USD
NTLA,Intellia Therapeutics Inc,2025-11-06,2025-09-30,-1.01,USD
NTNOF,NTNOF,2025-11-28,2025-09-30,-0.79,USD
NTNX,Nutanix Inc - Class A,2025-11-26,2025-10-31,0.41,USD
NTOIF,NTOIF,2025-10-29,2025-09-30,0.17,USD
NTOIY,NTOIY,2025-10-29,2025-09-30,0.1086,USD
NTR,Nutrien Ltd,2025-11-05,2025-09-30,0.91,USD
NTRA,Natera Inc,2025-11-05,2025-09-30,-0.3783,USD
NTRB,Nutriband Inc,2025-10-01,2025-07-31,-0.17,USD
NTRB,Nutriband Inc,2025-12-01,2025-10-31,-0.19,USD
NTRP,Neurotrope Inc,2025-10-13,2025-09-30,,USD
NTRS,Northern Trust Corp,2025-10-22,2025-09-30,2.19,USD
NTRSO,Northern Trust Corp,2025-10-22,2025-09-30,,USD
NTST,Netstreit Corp,2025-10-23,2025-09-30,0.0678,USD
NTTDF,NTTDF,2025-11-04,2025-09-30,,USD
NTTYY,NTTYY,2025-11-06,2025-09-30,0.8404,USD
NTULF,NTULF,2025-10-30,2025-09-30,85.64,USD
NTWK,Netsol Technologies Inc,2025-09-29,2025-06-30,,USD
NTWK,Netsol Technologies Inc,2025-11-06,2025-09-30,0,USD
NTZ,Natuzzi S.P.A.,2025-09-29,2025-06-30,,EUR
NU,Nu Holdings Ltd Class A,2025-11-12,2025-09-30,0.17,USD
NUE,Nucor Corp,2025-10-27,2025-09-30,2.66,USD
NUFMF,NUFMF,2025-11-19,2025-09-30,,USD
NULGD,NULGD,2025-11-27,2025-09-30,,USD
NULGF,NULGF,2025-11-27,2025-09-30,,USD
NUMIF,NUMIF,2025-10-29,2025-08-31,0,USD
NURAF,NURAF,2025-10-30,2025-09-30,40.27,USD
NUS,Nu Skin Enterprises Inc - Class A,2025-11-06,2025-09-30,0.3,USD
NUVB,Nuvation Bio Inc - Class A,2025-11-05,2025-09-30,-0.1714,USD
NUVL,Nuvalent Inc - Class A,2025-11-06,2025-09-30,-1.36,USD
NUVSF,NUVSF,2025-11-11,2025-09-30,0.41,USD
NVA,Nova Minerals Ltd,2025-09-29,2025-06-30,,USD
NVAAF,NVAAF,2025-09-29,2025-06-30,,AUD
NVAX,Novavax Inc,2025-11-05,2025-09-30,-0.5289,USD
NVCR,NovoCure Ltd,2025-10-23,2025-09-30,-0.427,USD
NVCT,Nuvectis Pharma Inc,2025-11-11,2025-09-30,-0.25,USD
NVDA,NVIDIA Corp,2025-11-19,2025-10-31,1.24,USD
NVDEF,NVDEF,2025-09-24,2025-07-31,,CAD
NVEC,NVE Corp,2025-10-22,2025-09-30,,USD
NVEE,NV5 Global Inc,2025-11-05,2025-09-30,0.4243,USD
NVGLF,NVGLF,2025-11-27,2025-08-31,,USD
NVGS,Navigator Holdings Ltd,2025-11-12,2025-09-30,0.3891,USD
NVLPF,NVLPF,2025-11-06,2025-09-30,,USD
NVMI,Nova Ltd,2025-11-06,2025-09-30,2.14,USD
NVMLF,NVMLF,2025-09-23,2025-06-30,,AUD
NVNO,enVVeno Medical Corporation,2025-11-06,2025-09-30,-0.3,USD
NVNXF,NVNXF,2025-10-29,2025-09-30,0,USD
NVO,Novo Nordisk,2025-11-05,2025-09-30,5.89,USD
NVR,NVR Inc,2025-10-21,2025-09-30,109.36,USD
NVRI,Enviri Corp,2025-11-04,2025-09-30,0.0767,USD
NVRVF,NVRVF,2025-11-28,2025-09-30,,USD
NVS,Novartis AG,2025-10-28,2025-09-30,2.29,USD
NVSEF,NVSEF,2025-10-28,2025-09-30,2.23,USD
NVST,Envista Holdings Corp,2025-10-28,2025-09-30,0.2498,USD
NVT,nVent Electric plc,2025-10-31,2025-09-30,0.88,USD
NVTQF,NVTQF,2025-09-24,2025-07-31,,USD
NVTS,Navitas Semiconductor Corp,2025-11-05,2025-09-30,-0.0428,USD
NVVE,Nuvve Holding Corp,2025-11-13,2025-09-30,,USD
NVX,Novonix Ltd,2025-10-29,2025-09-30,0,USD
NVYTF,NVYTF,2025-09-25,2025-06-30,,USD
NVZMY,NVZMY,2025-11-06,2025-09-30,0.6919,USD
NWARF,NWARF,2025-10-22,2025-09-30,2.15,USD
NWBI,Northwest Bancshares Inc,2025-11-04,2025-09-30,0.31,USD
NWBO,NWBO,2025-11-14,2025-09-30,,USD
NWCCF,NWCCF,2025-11-27,2025-09-30,,USD
NWE,NorthWestern Energy Group Inc,2025-10-23,2025-09-30,0.7624,USD
NWFL,Norwood Financial Corp,2025-10-28,2025-09-30,0.69,USD
NWG,NatWest Group Plc,2025-10-24,2025-09-30,0.46,USD
NWHUF,NWHUF,2025-11-13,2025-09-30,,USD
NWKHY,NWKHY,2025-11-24,2025-09-30,,USD
NWL,Newell Brands Inc,2025-10-31,2025-09-30,0.18,USD
NWN,Northwest Natural Holding Company,2025-11-05,2025-09-30,-0.8225,USD
NWOEF,NWOEF,2025-10-21,2025-08-31,,USD
NWPIF,NWPIF,2025-11-04,2025-09-30,,USD
NWPP,NWPP,2025-10-28,2025-09-30,,USD
NWPX,Northwest Pipe Company,2025-11-11,2025-09-30,1.07,USD
NWRLY,NWRLY,2025-09-23,2025-06-30,,USD
NWS,News Corp - Class B,2025-11-06,2025-09-30,0.19,USD
NWSA,News Corp - Class A,2025-11-06,2025-09-30,0.19,USD
NWSAL,NWSAL,2025-11-05,2025-09-30,,USD
NWSGY,NWSGY,2025-09-25,2025-06-30,,USD
NWSZF,NWSZF,2025-09-25,2025-06-30,,USD
NWWCF,NWWCF,2025-10-30,2025-09-30,,CNY
NWWDF,NWWDF,2025-09-25,2025-06-30,,USD
NWXPF,NWXPF,2025-10-23,2025-07-31,,USD
NXAGF,NXAGF,2025-10-06,2025-08-31,36.82,USD
NXC,Nuveen California Select Tax-Free Income Portfolio,2025-11-07,2025-08-31,,USD
NXCLF,NXCLF,2025-11-19,2025-09-30,,USD
NXDT,NexPoint Diversified Real Estate Trust,2025-11-13,2025-09-30,,USD
NXE,NexGen Energy Ltd,2025-11-06,2025-09-30,-0.04,USD
NXFNF,NXFNF,2025-09-23,2025-07-31,,USD
NXGCF,NXGCF,2025-09-08,2025-06-30,,USD
NXGL,Nexgel Inc,2025-11-18,2025-09-30,-0.01,USD
NXGPF,NXGPF,2025-09-18,2025-07-31,,USD
NXGPY,NXGPY,2025-09-18,2025-07-31,,GBP
NXHSF,NXHSF,2025-11-13,2025-09-30,,USD
NXL,Nexalin Technology Inc,2025-12-03,2025-09-30,-0.13,USD
NXPGF,NXPGF,2025-09-09,2025-06-30,,USD
NXPI,NXP Semiconductors NV,2025-10-27,2025-09-30,3.12,USD
NXPL,NextPlat Corp,2025-11-13,2025-09-30,0,USD
NXRT,NexPoint Residential Trust Inc,2025-11-04,2025-09-30,-0.3489,USD
NXSGF,NXSGF,2025-09-26,2025-07-31,,USD
NXST,Nexstar Media Group Inc,2025-11-06,2025-09-30,2.54,USD
NXT,Nextracker Inc - Class A,2025-10-22,2025-09-30,0.63,USD
NXTC,Nextcure Inc,2025-10-30,2025-09-30,-0.45,USD
NXXT,NextNRG Inc,2025-11-13,2025-09-30,,USD
NYAX,Nayax Ltd,2025-11-12,2025-09-30,0.2184,USD
NYC,American Strategic Investment Co - Class A,2025-11-11,2025-09-30,-1.76,USD
NYT,New York Times Co. - Class A,2025-11-05,2025-09-30,0.53,USD
NYWKF,NYWKF,2025-11-12,2025-09-30,0.04,USD
NYXH,Nyxoah SA,2025-11-13,2025-09-30,-0.6824,USD
NZAUF,NZAUF,2025-11-27,2025-09-30,,USD
NZERF,NZERF,2025-11-19,2025-09-30,,USD
O,Realty Income Corp,2025-11-10,2025-09-30,0.3662,USD
OAMCF,OAMCF,2025-11-26,2025-09-30,,USD
OAOFY,OAOFY,2025-12-01,2025-09-30,0,USD
OARFF,OARFF,2025-09-25,2025-07-31,,USD
OASMY,OASMY,2025-11-11,2025-09-30,0,USD
OBDC,Blue Owl Capital Corp,2025-11-05,2025-09-30,0.4,USD
OBE,Obsidian Energy Ltd,2025-10-30,2025-09-30,0,USD
OBGRF,OBGRF,2025-09-24,2025-06-30,,USD
OBIBF,OBIBF,2025-10-23,2025-09-30,54.65,USD
OBIIF,OBIIF,2025-10-28,2025-09-30,38.5,USD
OBK,Origin Bancorp Inc,2025-10-22,2025-09-30,0.88,USD
OBT,Orange County Bancorp Inc,2025-10-29,2025-09-30,0.7,USD
OBYCF,OBYCF,2025-11-17,2025-09-30,22.03,USD
OC,Owens Corning,2025-10-22,2025-09-30,3.79,USD
OCAND,OCAND,2025-11-05,2025-09-30,0.4,USD
OCANF,OCANF,2025-11-05,2025-09-30,0.4,USD
OCC,Optical Cable Corp,2025-09-10,2025-07-31,,USD
OCCI,OFS Credit Company Inc,2025-09-12,2025-07-31,0.415,USD
OCFC,OceanFirst Financial Corp,2025-10-23,2025-09-30,0.35,USD
OCFCP,OCFCP,2025-10-15,2025-09-30,,USD
OCFT,Oneconnect Financial Technology Co Ltd,2025-11-20,2025-09-30,,USD
OCGN,Ocugen Inc,2025-11-07,2025-09-30,-0.06,USD
OCLCF,OCLCF,2025-09-25,2025-08-31,119,USD
OCLDF,OCLDF,2025-11-13,2025-09-30,,USD
OCLDY,OCLDY,2025-11-12,2025-09-30,,AUD
OCPNF,OCPNF,2025-11-07,2025-09-30,15.71,USD
OCSL,Oaktree Specialty Lending Corp,2025-11-18,2025-09-30,0.39,USD
OCUL,Ocular Therapeutix Inc,2025-11-10,2025-09-30,-0.3838,USD
ODC,Oil-Dri Corp Of America,2025-10-09,2025-07-31,,USD
ODD,ODDITY Tech Ltd - Class A,2025-11-05,2025-09-30,0.327,USD
ODEFF,ODEFF,2025-12-04,2025-09-30,,USD
